Age,TV
42,60
62,240
47,120
48,120
50,0
46,300
22,0
38,0
47,30
59,0
49,60
45,0
56,370
60,0
56,155
33,0
58,360
77,540
80,315
39,0
85,210
30,120
56,110
50,0
43,255
43,0
30,564
23,0
58,360
40,220
58,220
80,60
72,206
61,345
45,0
37,60
42,60
49,525
80,60
85,270
40,270
72,175
63,374
50,130
70,300
28,0
56,0
60,30
85,0
72,580
58,0
31,0
59,0
45,0
49,0
25,140
50,140
56,120
71,0
60,293
41,120
56,0
75,460
41,0
58,180
26,280
85,345
85,90
50,0
53,0
41,265
36,0
57,0
45,30
61,120
51,0
61,75
42,0
38,0
53,370
65,60
62,0
80,510
43,115
25,0
30,60
64,60
38,210
22,981
39,60
79,255
42,0
56,200
35,0
39,115
61,731
38,60
21,56
15,0
60,490
24,260
26,125
32,0
65,120
60,275
45,120
40,0
36,0
48,228
31,180
17,223
80,200
49,0
51,0
26,180
15,0
52,150
55,85
52,60
55,0
70,60
41,180
59,185
48,165
48,45
46,30
39,230
67,60
57,260
64,0
18,80
66,60
61,122
80,0
47,0
43,60
54,300
34,191
65,170
32,0
52,120
76,510
65,305
80,310
40,30
32,280
51,0
37,55
37,0
85,90
63,0
58,0
72,825
80,60
67,328
59,675
48,15
44,615
32,240
67,115
72,60
71,174
85,490
56,85
32,65
40,270
45,155
41,165
75,293
39,60
42,60
42,360
48,120
31,277
54,350
24,0
73,120
57,305
49,0
52,360
64,0
39,75
23,480
32,0
48,30
48,428
45,0
53,46
64,50
70,60
74,370
63,315
59,405
58,195
53,210
37,0
78,455
41,0
67,0
47,0
41,0
31,150
23,0
35,120
42,90
57,0
16,60
48,190
77,200
58,113
23,265
47,20
35,120
47,0
34,176
52,150
69,0
67,675
33,60
37,90
28,420
61,120
78,135
42,81
43,140
52,90
36,0
43,0
20,60
65,890
22,210
26,113
54,210
77,360
41,180
74,539
36,120
17,50
65,30
39,180
63,780
51,90
55,90
20,0
80,0
41,385
47,90
68,0
78,244
44,0
57,63
36,0
42,60
70,90
70,0
80,515
46,55
63,210
63,0
72,280
56,170
30,300
36,25
52,70
70,120
74,60
80,0
85,361
32,0
71,175
51,120
78,395
33,0
67,674
78,290
60,0
19,120
39,90
33,0
57,149
52,0
55,310
74,315
64,230
31,30
26,175
21,0
18,465
59,410
52,345
76,216
44,125
70,240
51,150
72,130
77,120
46,90
76,300
42,0
58,330
61,285
77,280
29,0
29,45
75,240
29,40
45,307
57,0
85,360
55,320
79,450
36,155
65,60
55,0
39,495
31,120
71,45
50,165
52,0
23,415
39,0
77,235
68,256
57,330
65,0
19,0
28,90
85,240
38,80
48,0
35,120
56,240
30,225
67,390
76,550
35,0
37,0
39,180
31,0
79,250
29,150
75,590
65,1050
41,0
55,0
53,140
22,60
70,120
72,60
30,0
59,370
66,0
72,285
80,150
67,230
39,180
62,228
54,105
16,60
66,0
27,0
47,25
59,120
25,0
37,0
31,0
32,60
67,270
85,230
73,525
55,88
69,210
53,775
80,350
21,30
47,30
33,120
21,120
33,270
25,570
62,300
30,247
56,0
64,90
31,235
33,30
33,70
42,60
36,0
47,165
62,90
37,120
54,314
85,135
36,180
31,55
31,0
52,0
51,80
62,60
43,0
37,209
47,105
64,210
36,288
68,135
63,210
62,259
85,170
32,195
52,195
85,480
65,0
50,300
15,500
65,180
29,75
38,90
36,120
39,0
85,279
57,155
85,270
39,260
61,0
48,0
26,195
42,0
48,200
41,255
35,0
50,20
30,0
56,0
42,360
54,150
65,75
33,430
21,217
75,386
50,0
46,180
45,60
50,195
40,0
60,0
48,388
55,330
61,45
31,40
16,145
31,0
64,185
54,0
41,30
80,437
24,150
64,0
63,750
48,220
60,290
23,145
71,585
37,0
16,0
28,180
35,210
20,120
31,65
49,210
43,45
36,210
65,239
32,0
46,120
44,5
35,0
80,525
21,0
27,60
58,180
37,0
41,160
38,90
20,115
37,5
38,198
79,0
40,0
64,450
61,0
61,105
24,96
52,0
38,410
80,400
56,145
51,135
16,240
48,597
77,210
20,90
68,180
48,55
55,0
62,120
35,230
24,15
73,220
62,40
50,142
27,90
48,120
56,60
16,95
75,255
74,238
65,300
22,0
38,75
40,180
32,60
53,180
85,600
41,0
39,240
57,550
38,295
17,315
17,0
28,490
47,110
55,305
59,160
76,60
33,0
54,120
42,0
20,120
29,0
29,240
28,510
56,265
49,50
25,100
31,150
60,60
45,0
43,255
30,480
16,60
39,58
41,270
20,0
52,230
32,150
31,0
65,215
34,0
34,0
58,250
73,120
70,585
39,15
31,61
58,0
33,75
57,0
34,0
23,180
34,120
72,730
33,30
25,0
36,111
85,0
15,95
24,45
29,195
85,225
28,144
61,905
40,340
28,470
39,303
40,20
27,499
26,180
44,170
25,170
39,110
20,45
68,180
46,211
67,60
28,180
69,150
66,0
33,270
51,0
42,45
55,150
51,60
63,185
61,145
61,120
24,105
28,120
33,0
34,0
54,175
60,180
42,60
59,0
71,355
37,0
65,336
59,280
25,240
37,60
45,0
85,335
66,225
38,120
55,170
51,510
63,210
70,125
40,75
18,105
34,445
52,139
29,295
27,150
38,130
68,0
63,75
35,0
62,180
69,298
78,60
80,370
31,220
71,270
73,444
80,50
67,80
59,0
39,0
17,120
34,0
36,30
64,410
56,215
65,374
75,268
28,0
23,0
17,328
30,110
27,30
30,0
27,270
29,30
24,110
49,105
35,60
66,120
23,150
33,445
32,0
34,320
52,140
54,285
68,35
27,0
28,285
85,300
30,150
42,165
74,60
20,0
51,625
30,105
16,140
33,20
55,0
32,150
60,195
80,0
42,30
59,150
27,120
51,10
53,0
71,0
55,90
53,300
62,425
72,0
56,0
54,90
15,180
80,105
64,85
61,615
55,232
39,58
52,390
59,490
68,615
17,180
50,10
44,135
79,288
71,180
46,105
64,390
62,160
32,0
34,115
17,525
50,105
59,240
51,30
58,270
45,112
39,525
66,0
40,220
17,120
66,0
34,220
31,0
28,180
38,115
57,240
33,60
49,180
30,20
22,280
44,150
64,20
40,160
59,90
40,210
42,0
46,290
55,135
35,105
69,493
39,340
30,260
54,255
37,300
63,133
49,240
45,0
18,405
48,90
52,120
23,180
74,0
32,331
55,180
65,0
35,110
43,80
38,0
58,129
52,460
34,0
85,325
66,0
56,60
64,0
33,60
56,340
49,60
26,210
43,30
54,0
33,120
25,0
27,315
67,0
61,60
34,668
85,335
52,254
25,0
52,0
67,330
39,60
33,60
65,215
22,210
48,340
57,180
78,120
48,0
64,0
63,120
74,269
85,175
61,100
66,345
46,300
60,300
74,0
31,150
67,134
74,346
58,188
54,690
60,150
43,155
69,160
66,210
50,325
50,150
38,0
41,0
68,385
57,90
44,0
53,90
71,150
59,125
59,165
53,0
27,185
49,105
66,135
48,0
27,115
36,240
35,160
17,420
64,70
41,60
40,0
40,167
34,180
51,0
78,250
43,180
53,375
37,150
70,30
36,120
69,60
76,30
36,120
30,60
50,45
48,120
69,300
18,872
52,270
33,172
38,120
68,60
56,0
59,460
39,240
58,835
60,0
85,130
40,60
59,30
16,0
59,60
59,135
55,135
33,120
60,177
54,0
45,0
16,0
36,75
33,42
62,30
47,0
40,361
80,225
50,45
47,270
38,253
26,0
54,0
32,0
59,0
66,0
21,600
59,570
25,330
59,270
23,70
85,105
31,120
31,165
19,135
28,160
15,155
63,520
40,100
38,0
54,0
24,180
74,120
41,120
49,241
80,120
47,760
33,180
42,0
17,235
39,0
50,150
47,140
62,280
62,45
78,159
52,0
38,300
25,75
43,15
35,260
34,60
42,0
71,30
61,0
20,120
80,256
85,235
80,400
59,222
80,340
34,98
36,140
52,20
17,30
43,105
70,305
36,0
48,350
20,330
56,180
39,195
60,60
79,30
61,175
44,215
77,295
17,60
34,35
42,135
38,90
60,545
53,60
37,30
39,310
35,30
85,408
16,300
49,0
25,150
28,90
16,0
58,110
68,110
56,60
80,530
45,280
77,0
85,10
40,100
53,240
54,120
39,30
16,30
23,0
50,0
60,122
75,490
58,0
80,210
59,148
31,60
28,78
25,105
40,150
31,120
38,10
40,0
30,0
80,630
16,0
71,0
44,120
71,255
35,285
15,90
44,90
68,0
61,100
33,150
62,70
43,375
73,468
37,0
58,120
67,120
33,0
28,180
44,163
34,0
85,10
15,345
38,0
52,625
31,70
37,0
57,60
17,465
30,0
51,215
18,0
70,365
74,210
56,360
85,120
32,0
30,60
34,150
76,520
49,120
24,262
47,30
66,0
31,0
30,300
43,150
80,285
21,60
40,30
61,75
37,15
23,60
72,153
70,390
59,460
75,60
42,240
76,0
36,0
63,120
50,0
57,90
78,479
59,220
25,120
47,0
74,70
54,0
51,180
19,240
28,88
85,60
22,210
36,270
25,0
41,99
75,0
37,240
58,120
49,60
20,120
80,205
44,170
80,0
63,120
78,0
66,395
85,0
17,45
41,135
31,90
51,0
55,540
26,45
36,300
85,150
85,338
32,0
80,65
85,500
60,0
37,40
26,60
61,0
61,500
33,165
29,240
50,480
64,0
61,0
59,195
50,87
53,0
76,300
54,158
85,605
44,0
49,120
15,0
44,35
57,15
59,70
55,0
48,50
27,0
38,240
47,285
28,0
47,60
30,0
47,90
44,0
69,120
30,0
44,120
52,15
73,390
47,60
27,120
41,90
48,300
19,230
42,297
63,211
21,230
40,285
51,345
32,705
70,249
63,120
31,0
43,120
44,44
64,255
53,249
16,240
27,120
42,300
37,150
23,60
24,40
61,60
80,656
40,145
78,60
69,215
41,420
77,350
71,120
46,120
78,855
64,525
59,0
51,0
43,200
85,510
39,185
38,0
23,300
62,120
79,120
33,120
50,420
47,450
56,70
54,210
34,30
62,0
37,60
40,0
77,340
56,720
31,170
59,470
44,120
41,60
69,0
58,195
62,145
18,120
54,210
50,130
65,210
54,20
24,140
49,0
34,225
49,660
70,90
78,0
67,95
76,70
45,90
67,60
69,120
58,20
18,90
57,0
25,50
22,15
68,150
45,15
62,230
56,210
75,560
35,0
85,270
25,115
63,75
44,560
69,90
47,30
85,400
23,30
36,285
26,180
61,15
42,30
48,0
55,70
48,30
57,150
55,165
31,390
79,60
36,350
66,0
20,60
74,345
28,285
75,150
65,0
60,30
48,360
31,90
57,60
50,195
78,0
56,130
59,528
69,90
22,213
48,95
58,265
41,460
17,0
51,0
32,387
42,0
52,90
37,60
55,240
16,0
73,303
26,0
36,30
28,0
49,0
37,60
62,180
22,165
45,60
70,205
39,120
45,240
47,150
40,450
33,120
56,250
66,200
74,400
32,40
16,135
63,57
26,110
46,30
16,0
41,886
23,130
36,0
46,0
28,180
57,210
17,120
39,120
71,30
41,195
70,15
64,60
58,0
55,205
50,120
55,0
53,60
34,55
15,0
21,535
47,0
85,170
60,500
56,585
85,0
48,0
80,270
40,60
63,195
30,0
55,60
27,365
28,150
48,0
73,266
47,180
42,0
60,90
51,0
16,30
23,120
44,0
62,120
49,0
64,369
47,325
71,298
79,305
38,0
68,0
16,210
59,180
36,180
39,105
72,30
33,0
51,60
72,35
34,0
34,220
38,180
48,0
39,270
62,485
60,0
27,90
76,540
62,446
41,0
53,0
56,110
52,325
75,220
47,150
38,0
41,293
42,140
60,0
35,140
53,0
72,60
56,260
61,125
32,40
43,100
59,330
33,0
30,220
66,0
41,0
41,176
41,140
40,0
68,625
24,30
26,210
39,390
38,120
50,0
56,215
66,560
80,90
70,0
85,255
28,160
55,70
28,225
44,0
66,225
64,60
51,143
74,270
39,175
59,180
43,15
66,105
75,60
77,120
58,360
33,0
35,0
65,72
54,90
70,430
54,210
58,485
40,0
29,275
66,180
31,0
28,435
49,90
30,0
58,510
68,320
49,0
32,950
18,100
50,30
34,0
30,30
43,428
51,90
61,450
45,30
25,0
37,262
30,120
77,150
22,0
42,50
33,0
37,120
19,440
48,0
48,60
17,305
40,0
30,0
61,185
34,161
37,210
42,0
68,450
76,240
34,60
31,0
18,0
23,195
25,60
57,820
39,0
42,0
25,150
34,0
57,180
41,0
49,60
23,140
42,60
66,120
64,390
36,475
16,80
24,120
20,70
80,20
22,150
16,240
31,145
37,60
29,227
18,0
50,230
73,430
33,0
17,0
66,660
38,50
36,0
48,60
46,60
34,20
54,235
15,450
66,210
20,30
38,120
44,0
26,120
66,310
25,177
34,180
44,0
67,415
28,225
62,420
35,0
22,40
52,0
28,150
43,350
29,275
74,450
72,165
48,0
38,120
43,30
40,30
20,15
42,192
30,0
32,105
33,30
74,105
46,195
25,0
42,120
40,230
68,0
27,0
67,0
34,140
68,0
45,45
16,496
30,165
27,390
36,0
48,180
48,180
40,0
70,0
38,115
49,90
41,30
26,0
55,120
60,330
48,45
48,90
64,188
40,350
38,0
26,60
49,0
40,0
37,150
56,120
85,0
29,95
30,90
16,30
17,0
38,0
39,5
20,0
59,120
80,75
80,20
57,120
33,60
31,330
32,0
71,180
64,210
17,295
58,45
30,0
61,385
19,120
46,270
30,60
61,555
63,60
39,30
26,0
28,275
17,135
44,245
64,190
62,510
67,120
49,120
37,0
62,90
52,555
34,360
48,488
23,120
19,35
27,360
54,180
51,85
60,160
36,185
58,60
58,208
31,218
60,465
31,610
37,55
66,0
23,0
43,120
16,660
65,150
61,185
58,180
35,320
28,180
29,360
22,370
80,10
52,195
28,120
26,60
36,0
23,0
79,330
37,0
57,300
26,120
63,170
38,180
32,150
42,70
63,90
56,0
40,45
19,55
19,405
69,810
30,115
34,30
40,90
71,0
49,185
68,840
48,120
38,0
66,210
40,88
63,150
17,240
44,300
57,90
29,30
41,0
16,100
68,679
65,500
53,0
23,575
44,0
70,30
60,0
41,0
79,565
85,195
55,1155
38,120
57,45
27,0
80,248
73,275
77,90
34,45
19,60
68,340
48,110
31,0
59,90
80,214
52,115
50,0
27,388
39,90
23,0
33,390
39,200
17,155
60,370
77,120
60,150
37,60
56,120
17,97
68,180
74,0
46,200
28,0
17,209
77,120
80,0
67,395
47,105
41,0
35,145
69,180
41,120
59,70
59,120
39,120
62,570
69,240
25,320
59,105
39,70
16,70
50,220
68,140
28,90
85,460
31,0
72,120
61,0
63,0
41,87
59,120
85,360
65,180
61,40
39,150
38,90
42,60
35,0
46,180
27,170
47,208
18,45
51,35
40,195
41,0
34,20
22,160
22,275
15,0
45,0
51,0
39,30
27,0
36,195
79,70
43,285
29,73
17,180
49,495
69,340
34,180
80,390
69,315
21,0
55,165
61,0
42,30
65,0
34,120
53,60
36,60
33,90
67,85
33,15
77,120
77,730
59,100
37,20
43,380
44,135
75,345
39,90
80,180
64,603
33,120
80,557
77,257
22,898
55,310
49,0
70,100
35,180
52,390
40,255
68,250
61,250
49,60
62,285
48,270
34,60
35,120
67,130
29,150
46,120
48,0
40,225
55,125
34,300
44,225
28,0
35,150
44,145
45,0
85,195
24,90
75,260
51,225
50,0
29,60
32,180
49,0
75,245
40,110
67,285
38,150
70,250
42,150
17,210
45,595
68,420
28,98
49,75
19,235
63,880
50,150
33,15
37,0
28,140
29,60
32,0
39,180
51,0
32,90
49,30
36,150
33,56
36,395
38,300
34,0
61,260
24,45
52,360
33,300
80,60
66,238
17,390
31,60
40,0
39,341
77,660
71,105
35,105
16,210
80,109
52,270
19,0
26,0
26,274
32,720
24,450
68,30
60,0
62,430
85,216
33,240
48,350
57,420
73,305
43,210
72,220
41,120
43,291
46,105
28,146
34,0
46,170
16,0
73,120
24,0
39,0
31,200
50,0
61,69
65,540
56,165
28,148
61,0
26,184
16,210
51,180
43,298
37,0
73,660
70,265
61,351
58,0
29,188
31,50
45,240
72,283
38,60
33,0
51,697
42,120
52,152
40,0
32,80
66,160
63,525
18,210
36,30
24,419
27,570
76,500
43,105
75,145
37,60
38,170
69,240
65,235
49,203
85,270
50,110
61,75
48,223
41,0
50,470
50,30
58,60
34,0
80,154
30,0
80,95
26,90
22,90
80,425
41,60
15,435
16,55
25,300
32,435
58,375
44,60
61,215
47,13
23,240
50,350
47,120
17,270
58,280
36,35
45,30
57,10
51,0
63,0
80,120
53,30
22,60
42,15
50,115
68,60
62,360
33,480
64,0
34,435
59,120
18,120
32,60
33,190
46,695
61,220
68,630
52,169
49,95
41,120
75,345
40,120
33,135
66,90
55,180
46,225
54,0
55,0
23,0
50,140
53,85
23,0
63,210
53,115
57,60
41,450
15,55
64,160
62,396
66,165
25,150
15,570
47,290
24,40
56,385
59,675
29,5
49,135
35,0
77,275
75,80
33,270
55,345
17,120
50,490
15,90
28,150
80,530
30,115
41,120
60,274
80,608
68,285
58,0
44,0
32,50
51,60
16,240
28,0
30,120
18,75
61,615
23,60
30,307
69,60
69,130
75,0
65,0
37,105
15,496
34,125
63,690
50,340
60,155
61,490
60,477
34,90
18,200
43,660
79,565
35,0
32,40
52,295
28,398
22,198
53,60
18,0
40,0
52,398
43,135
64,151
33,420
49,260
54,105
22,65
58,0
39,590
49,80
37,90
72,0
30,300
51,305
65,0
57,220
27,225
44,0
43,245
56,170
55,245
33,765
64,183
68,140
55,274
58,0
66,120
56,225
48,390
53,60
43,180
57,180
60,75
45,55
40,75
16,0
33,0
66,0
37,0
52,0
62,0
22,315
46,236
32,0
58,113
26,178
71,323
80,0
41,45
35,70
21,0
45,630
85,325
59,0
61,105
18,30
40,110
35,330
76,135
71,240
40,110
29,40
60,0
29,0
71,335
49,60
51,165
19,30
39,225
61,270
42,150
24,0
38,95
46,75
35,130
68,285
46,120
46,0
43,426
48,0
16,90
35,60
78,345
59,0
47,0
71,430
37,170
79,525
61,240
33,60
40,150
16,265
44,205
59,120
59,250
60,436
41,430
59,660
34,89
44,380
29,115
34,90
54,375
38,15
42,90
63,30
61,211
71,375
43,125
41,0
34,385
26,300
49,168
53,370
38,280
65,0
70,190
80,0
85,330
48,0
55,135
47,0
68,210
41,233
24,120
35,270
22,180
28,195
71,210
51,0
31,0
27,120
68,220
72,0
69,410
35,0
65,540
46,165
28,0
35,30
39,150
49,0
48,465
50,320
34,0
76,275
76,30
67,0
37,175
59,700
41,0
69,90
40,90
43,20
74,237
63,300
15,180
41,335
54,205
50,629
37,0
37,95
35,320
21,180
46,0
35,150
20,65
19,0
17,270
55,20
50,90
65,0
46,0
77,120
41,0
42,320
16,180
30,60
23,392
16,400
57,235
38,150
27,215
32,210
63,30
85,210
54,0
45,90
45,110
80,208
36,0
54,140
37,60
56,360
33,118
77,175
59,260
37,190
61,550
80,255
66,120
47,30
49,0
47,60
49,110
61,140
34,75
50,285
26,360
66,35
38,0
38,270
43,195
37,80
69,180
59,60
43,510
22,135
49,0
41,0
40,0
25,300
57,150
55,90
16,60
59,275
18,328
18,240
46,0
71,445
34,0
36,360
22,390
56,246
25,30
72,105
36,0
53,145
55,0
38,0
38,60
67,285
44,0
38,105
26,60
28,300
32,0
48,0
72,315
38,0
80,499
80,120
30,175
28,180
19,535
45,350
32,115
48,180
32,45
20,145
51,360
42,0
66,135
31,150
29,180
64,225
61,215
54,0
42,120
47,165
40,60
47,67
77,607
72,450
25,0
85,340
28,60
67,120
55,1049
41,190
33,320
26,0
39,160
21,440
68,120
76,300
72,210
56,0
73,154
47,0
75,330
49,0
55,655
51,150
19,0
40,300
73,0
75,15
29,120
80,0
73,190
85,805
49,350
80,520
17,60
65,193
39,210
51,300
77,100
26,165
63,145
74,420
40,160
55,120
35,990
60,240
60,300
79,324
40,0
67,552
55,125
51,125
70,225
85,0
37,115
35,450
21,120
78,390
75,0
66,315
80,445
21,150
55,180
19,375
35,0
41,30
41,240
80,420
62,365
46,195
33,240
60,30
36,0
59,0
28,60
37,60
57,0
27,60
50,273
77,495
27,510
46,0
76,800
42,120
80,450
33,60
66,105
39,0
64,285
47,150
57,120
48,175
63,510
67,0
80,330
25,252
56,410
45,360
47,140
39,45
37,0
40,0
66,910
43,148
65,360
60,580
55,165
40,0
48,0
59,120
36,60
29,150
18,101
80,646
70,525
64,30
27,210
41,75
85,320
33,0
40,109
16,0
51,0
51,325
72,0
61,306
58,110
38,60
56,535
58,308
80,403
15,120
57,360
50,220
26,0
31,120
70,499
53,75
68,240
58,0
48,275
71,395
44,120
49,0
53,60
68,455
80,600
45,164
55,126
79,220
30,620
85,60
30,30
17,0
60,584
64,255
49,0
40,120
25,0
25,60
28,145
49,215
60,120
70,180
34,15
39,195
55,630
28,45
41,180
47,835
74,330
63,560
76,269
42,60
85,0
56,105
31,275
69,240
72,680
36,330
69,596
40,30
27,0
16,0
19,15
43,0
55,258
42,80
64,581
54,100
62,95
50,190
64,160
39,0
52,725
45,60
20,0
26,255
37,30
38,0
22,130
33,95
41,60
34,30
71,820
29,90
32,0
85,73
54,295
69,310
37,0
31,0
27,60
42,150
54,195
57,225
47,145
31,200
50,0
79,0
46,60
44,145
60,0
47,470
32,0
41,90
16,60
22,0
15,45
18,0
78,120
52,300
42,360
48,120
37,120
35,240
18,0
21,0
51,350
61,0
51,0
39,0
35,375
15,0
26,15
30,310
16,0
80,330
70,465
18,55
53,135
80,340
28,90
46,0
65,210
31,203
41,645
58,189
19,120
46,0
41,0
19,240
44,420
29,0
53,60
80,406
47,75
40,0
42,420
72,290
39,448
39,319
70,540
45,0
31,0
25,50
31,360
45,216
49,0
45,0
60,320
62,130
38,0
59,660
43,425
33,323
45,30
60,225
27,120
37,425
72,410
15,120
39,120
53,483
44,90
30,105
36,125
49,45
60,108
55,135
48,0
59,210
36,0
55,610
45,165
44,155
65,668
42,150
38,60
44,0
21,120
34,90
18,60
68,404
23,120
33,35
63,90
29,115
28,340
85,255
72,90
16,0
22,167
63,385
60,322
28,80
71,0
54,690
53,215
30,60
53,185
28,179
48,0
57,425
56,150
34,60
52,285
54,215
35,180
49,548
55,345
49,60
69,45
58,270
26,320
40,0
43,255
21,30
32,210
28,210
69,330
30,0
80,180
45,240
23,244
36,30
54,240
64,358
56,0
68,210
70,370
22,120
85,330
32,390
55,75
77,517
17,75
28,0
60,0
18,515
80,0
48,300
43,180
53,0
27,275
77,240
80,0
32,0
49,126
57,400
37,0
49,160
39,85
26,270
38,360
59,195
52,221
41,165
57,183
57,210
15,0
59,240
66,285
62,60
40,638
59,90
68,0
64,120
32,0
85,425
37,210
32,0
27,0
28,200
42,123
57,77
42,20
48,445
63,380
58,480
73,255
33,268
80,310
43,120
52,90
69,372
29,90
40,210
61,120
17,133
27,0
31,180
18,240
66,300
53,120
39,60
47,60
57,180
60,115
44,180
35,68
36,0
54,70
27,120
80,0
76,145
41,60
78,0
76,370
23,525
78,655
24,306
80,475
40,345
59,0
16,240
85,435
73,120
55,35
46,175
50,675
41,0
85,135
39,205
59,275
17,0
43,76
51,67
80,540
35,40
39,135
43,240
43,0
41,270
70,150
52,540
47,30
63,390
59,0
47,250
69,87
55,115
54,120
76,160
41,0
28,60
52,300
31,525
62,310
62,40
71,225
42,165
23,45
43,40
59,170
69,175
46,240
80,0
77,163
19,470
58,460
20,235
59,330
30,50
51,180
41,145
32,60
41,40
44,0
37,175
40,295
63,60
55,420
33,60
22,158
38,310
28,90
46,30
52,120
44,80
71,560
65,0
63,663
78,695
70,615
53,190
52,70
51,0
56,684
25,240
32,198
30,40
15,540
16,0
39,170
18,240
33,0
55,395
51,120
67,0
71,255
61,150
85,820
53,0
34,0
40,66
40,167
33,180
38,210
55,0
68,827
47,375
51,0
61,60
51,330
73,690
65,75
17,205
15,120
61,226
42,0
57,0
19,130
38,120
30,210
85,180
50,95
31,0
41,0
49,210
27,410
16,135
59,360
16,180
85,580
27,0
41,750
80,165
70,150
85,246
61,0
26,0
65,180
27,140
16,155
45,0
36,90
57,0
48,120
48,30
80,550
49,105
49,565
39,70
79,0
58,0
61,35
34,90
43,150
51,767
35,0
16,410
50,430
62,240
31,171
36,90
42,240
41,30
41,180
67,90
65,285
60,235
34,120
59,190
32,0
68,240
30,175
26,120
37,30
39,175
75,0
80,330
27,222
39,80
45,60
47,70
34,90
32,140
38,0
71,866
36,0
55,180
56,0
50,55
49,0
33,170
73,225
28,720
29,0
37,75
85,105
58,120
79,240
57,330
74,320
47,120
79,180
40,210
39,415
50,240
48,425
42,15
47,540
70,0
51,1045
49,105
36,145
69,380
43,505
80,120
44,150
37,180
41,120
80,30
26,0
18,140
41,240
16,110
44,0
73,50
26,30
42,0
80,565
68,210
85,475
80,390
41,465
35,20
36,0
19,90
62,135
34,30
85,300
58,103
39,60
17,120
33,0
37,60
69,465
33,599
62,185
50,142
25,55
32,0
57,60
27,140
41,115
33,0
56,262
76,140
74,60
38,282
24,90
40,0
45,210
33,285
50,330
72,200
50,165
34,230
41,120
43,475
48,210
80,315
48,168
25,60
48,30
57,120
17,10
66,376
33,0
39,210
38,0
68,250
35,15
80,255
42,30
47,85
48,0
37,0
56,75
48,180
34,0
20,200
53,0
48,145
85,0
46,420
63,690
28,520
80,555
77,450
36,40
51,620
29,40
46,120
85,450
61,0
61,218
53,64
39,0
27,290
42,121
57,110
55,525
44,84
55,60
39,0
53,0
40,0
31,90
40,150
52,46
55,210
65,140
85,60
38,0
52,135
77,225
28,248
60,635
43,120
72,400
50,151
63,0
51,240
47,0
38,95
27,60
21,600
77,340
32,225
76,540
61,120
15,520
38,145
23,0
68,90
41,260
19,90
44,130
28,600
46,70
17,130
53,177
50,120
75,115
40,45
72,640
54,283
51,0
80,385
62,430
79,0
80,289
65,0
33,430
42,50
44,100
30,0
31,135
43,0
39,0
59,30
31,231
79,160
61,370
80,612
32,60
58,187
49,90
41,260
65,135
60,30
29,0
18,0
19,220
30,132
64,137
15,450
53,153
63,415
38,600
62,120
43,0
33,120
39,55
45,90
67,360
52,120
58,120
34,0
27,130
66,327
37,0
50,120
71,120
60,190
19,0
80,540
48,0
31,95
19,220
42,180
44,150
53,135
35,108
50,315
33,180
64,390
63,30
73,325
31,210
67,540
59,120
28,15
77,310
35,120
36,150
74,780
85,120
85,535
41,480
22,225
60,240
51,120
24,25
71,425
39,79
27,225
32,60
53,166
32,0
28,60
29,402
85,315
27,89
20,354
61,0
37,0
71,210
76,0
71,335
80,240
23,360
48,287
32,60
62,205
39,100
70,45
21,330
18,0
43,315
73,485
37,90
55,30
33,380
32,203
31,75
71,815
63,360
42,90
43,60
53,215
67,142
66,120
66,300
60,210
27,0
75,240
18,150
55,120
39,185
24,45
17,235
33,235
45,180
21,30
37,123
61,0
66,208
42,280
15,70
42,60
20,165
54,60
57,192
19,0
32,120
18,448
41,30
49,45
69,300
51,60
70,850
33,270
65,120
74,0
28,240
35,120
65,647
40,450
56,0
46,180
51,300
35,139
74,60
19,135
35,60
58,180
36,30
43,120
15,120
40,120
45,120
45,45
36,88
63,0
24,15
70,285
32,90
48,50
24,0
22,140
60,0
15,377
67,180
42,60
38,180
50,360
28,30
55,0
74,390
38,80
40,40
50,105
54,220
33,105
63,210
58,160
73,551
60,60
51,555
26,140
34,318
33,120
38,148
43,0
65,300
40,0
80,378
54,0
36,90
80,125
50,355
29,150
15,30
34,120
32,105
42,0
74,303
64,0
47,60
56,0
74,515
36,0
62,253
71,345
54,120
58,60
59,90
43,180
53,0
58,349
39,175
43,245
52,90
41,100
37,285
50,0
38,660
58,0
20,434
58,0
35,0
38,90
41,115
69,30
62,0
60,0
59,220
17,0
55,270
52,0
85,120
58,35
69,210
51,0
80,355
61,150
57,40
58,0
46,180
35,120
52,100
44,120
17,254
24,0
34,0
43,180
42,330
38,170
56,75
34,0
57,120
39,134
27,0
52,145
41,240
54,225
56,375
33,90
72,270
36,155
53,15
64,310
15,90
24,90
69,210
46,0
45,330
56,120
34,410
53,0
53,0
52,60
41,90
71,360
32,10
27,71
50,120
35,60
42,0
54,225
29,0
32,145
29,60
33,420
66,15
59,0
27,75
48,540
58,0
27,30
43,105
21,480
69,670
33,90
55,180
40,162
65,280
51,315
20,0
18,270
50,80
16,220
35,0
34,0
62,74
70,435
50,955
25,60
49,110
73,60
38,180
37,150
49,20
60,270
35,695
22,420
39,120
56,0
38,250
29,360
36,0
60,0
52,240
51,105
17,0
20,0
75,266
34,0
30,120
43,120
38,10
70,105
49,120
45,585
16,590
19,660
52,0
33,120
16,120
46,370
43,0
26,117
40,180
56,180
36,465
39,60
50,90
16,150
43,0
59,127
23,315
39,109
29,120
47,270
17,348
53,75
